text,label
the system shall be able to alert  users for the calculated risks.,1
the system shall be able to alert users on the  potential threats .,1
the system shall be able to notify users if  there are any potential dangers.,1
the system shall be able to assess the current status of users.,1
the system shall be able to summarize the overall performance of the students.,1
the system shall be able to provide the outline of the speech given.,1
the system shall be able to provide the summary of the given speech.,1
the system shall be able to provide useful summary from the given article.,1
the system shall be able to identify relevant resources from the internet.,1
the system shall be able to relate one fact to another.,1
the system shall be able to automatically inform users on their health status.,1
the system shall  be able to provide useful advise to users based on their input data. ,1
the system shall be able to reply to the questions ask by users.,1
the system shall be  able to provide personalized greeting to users.,1
the system shall be able to recognize the changes in the mood of users through their textual statements.,1
the system shall provide  future  performance  prediction to users based on their current performance data.,1
the system shall provide smart monitoring of the users performance.,1
the system shall provide proper diagnosis to individual users based on the given input.,1
the system shall provide early recommendation based on the symptoms mentioned by users. ,1
the system shall provide treatment recommendation for the patients based on their availability.,1
the system shall provide personalize guidance to users based on their body condition.,1
the system shall provide personalize motivation to users based on their health condition.,1
the system shall provide suitable recommendation to users based on their input.,1
the system shall be able to spot any crucial changes to the patient’s health status.,1
the system shall be able to identify any discrepancies in the data provided by the users.,1
the system shall be able to identify any peculiar pattern of behavior based on the input data.,1
the system shall be able to provide suggestions to users based on their budget. ,1
the system shall be able to provide advise to novice users.,1
"Twiggle utilizes natural language processing to narrow, contextualize and ultimately improve search results for online shoppers.",1
"Clarifai’s early work has been focused on the visual elements of search and, as its website states, the software is ‘artificial intelligence with a vision’.",1
Many AI vendor companies offer AI-enabled products and services for pushing more and more products in front of customers.,1
It’s widely anticipated that AI is set to go into turbo drive in the next couple of years with giants such as Google and Microsoft already investing heavily into new AI initiatives.,1
"Other major tech firms such as Facebook, IBM and Yahoo have already publicly expressed their focus on developing artificial intelligence as a new source of business.",1
"If you search for AI online, you will stumble across hundreds of articles that predict a marketplace dominated by the use of artificial intelligence.",1
"Many eCommerce businesses are already using forms of AI to better understand their customers, generate new leads and provide an enhanced customer experience.",1
artificial intelligence allows businesses to provide a more personalized experience for their customers.,1
AI makes it possible for eCommerce retailers to analyse millions of interactions every day and ultimately target offers down to a single customer,1
Sales teams are now empowered with information we’ve never seen before. They can personalize the sales cycle through AI-driven applications that are helping sellers to engage the right prospects with the right message at the right time.,1
AI technology is likely to have an enormous and beneficial impact on the eCommerce industry in the coming years.,1
"AI will change, and arguably improve the way consumers find products online.",1
"AI is already boldly walking and talking among us and in the age of Instagram and Snapchat, and the rapidly decreasing attention spans of the digital age, there is evidence to suggest that new AI-driven platforms will be essential to eCommerce success.",1
The AI systems can then provide personalized recommendations for points of interest and local insights that you never knew existed.,1
"By integrating IBM’s Watson and its natural language capabilities, the business can successfully personalize local recommendations for consumers.",1
"Wayblazer use AI to provide a solution to B2B companies who merchandise hotels, activities, cruises and tours, and to companies who are looking to generate new revenue through hotel bookings.",1
"With the rapid growth of AI in recent years, we are starting to see more industry-focused engines appear.",1
Chicago start-up 3PM Marketplace Solutions adds a layer of protection for brands by adopting machine learning algorithms that spot counterfeits and help businesses understand how consumers are discovering their products.,1
The tech company then draws on data from multiple online marketplaces and analyses it to determine which products are in fact counterfeit.,1
A fascinating and effective way of using artificial intelligence to tackle the painful problem of counterfeit products.,1
"Built in-house, its AI machine-learning system ensures that the prominence and weight of verified customer purchase reviews are boosted.",1
Some eCommerce retailers are using artificial intelligence to fight astroturfing by putting more emphasis on verified and helpful reviews.,1
Amazon uses AI to combat fake product reviews and inflation of their popular star ratings.,1
Customer reviews have become the cornerstone of trust in the online shopping world.,1
What if these reviews are fake? AI can be used to manage this problem,1
"Consumers are flooded with an abundance of advertising every day, which can become overwhelming and this will often delay their decision making.",1
"Amazon have started to apply AI to widely known issues with dialogue systems, such as speech recognition, natural language understanding and question answering.",1
Amazon are also tackling the problem of answering questions automatically using AI by leveraging content within website pages such as product descriptions and customer reviews.,1
AI is providing new opportunities for eCommerce retailers to engage with customers.,1
"wearable technology can see what products you view, define your taste, and can instantly recommend personalized products.",1
AI integration will be at the core of any further development as retailers enhance the experience with customer data.,1
Forward thinking eCommerce retailers will undoubtedly want to build new partnerships with the best AI technology to stay in touch with their growing customer global customer base.,1
The AI enables retailers to provide outstanding experiences throughout a user’s day even if they are not physically browsing the e-commerce store.,1
AI is bridging the gap between user personalisation and privacy.,1
" The intelligent software puts retailers in a strong position to make specific assortment and planning decisions, and track the business impact of those actions.",1
intelligent tool then provides businesses with the ability to quickly adjust their own product-mix and pricing with high accuracy.,1
"New intelligent agent negotiation systems have become a popular tool used in eCommerce, following the development of artificial intelligence and agent technology.",1
The agents are completely automated and have full control over their actions.,1
"They have their own communication language and not only react to their environment, but are also capable of using their initiative such as generating their own targets.",1
"AI at its utmost brilliance, and finally they are useful for eCommerce.",1
"The agents are completely automated and have full control over their actions. They have their own communication language and not only react to their environment, but are also capable of using their initiative such as generating their own targets.",1
AI is also enabling brands to create purposely-built ‘shoppers’ to assist their customers online.,1
"Flipkart, the Indian-based eCommerce company, has already made attempts to build human brain-like capabilities in order to sell smarter to more than 45 million of its registered online buyers.",1
"Watson’s Natural Language API, was designed to aid shoppers with information in ten of Macy's retail stores around the country, as they navigated through each one.",1
"Amazon’s home assistant, Alexa is perfectly suited in providing the modern shopping experience for consumers.",1
Long gone are the days when you have to rush to the local store because you’re out of milk. You can simply ask Alexa to order you some for the morning.,1
"‘Mona’, the virtual shopping assistant developed by former Amazon employees.",1
The impressive and friendly assistant helps to simplify mobile shopping and provides customers with the best and most relevant deals and products that are tailored to your preferences. ,1
"Sentient Technologies, the world’s most funded AI company, is also leveraging AI systems to deliver in-the-moment personalisation, increasing engagement and revenue per shopper for retailers.",1
"The business believes that AI will take a bigger role in making decisions, creating pre-emptive solutions, and delivering insights, and as a result, society will become much more efficient.",1
Sentient is enabling people to see and buy things they weren't even aware existed or even knew they wanted.,1
"The introduction of virtual personal shoppers are a true example of how AI, for the eCommerce industry, is completely disrupting traditional customer engagement techniques.",1
"Using AI, brands can more intelligently and efficiently scan through petabytes of data to predict customer behavior, and offer relevant and helpful recommendations to individual consumers.",1
"Starbucks has been heavily involved with this process, utilizing AI to analyse all the data it has gathered on its consumers and delivering more personalized suggestions.",1
"Starbucks recently launched ‘My Starbucks Barista’, which utilizes AI to enable customers to place orders with voice command or messaging.",1
"The algorithm leverages a variety of inputs, including account information, customer preferences, purchase history, third-party data and contextual information.",1
"There is an important focus in ‘hyper personalisation’, which could only be facilitated by learning genuine consumer behavior and making predictions with gargantuan amounts of data that is collected from user activities on smartphones, tablets and desktops.",1
The process of recommendation is widely practiced by eCommerce retailers to help customers find the best solution.,1
Amazon makes recommendations to users depending on their activities on the site and any past purchases.,1
"Netflix makes TV and movie recommendations based on a user’s interaction with categories e.g. drama, comedy and action.",1
 eBay hand-collects user feedback about products to recommend products to users who have exhibited similar behaviors.,1
AI is already being put to good use in providing personalized recommendations to subscribers based on their preferences and we expect this to develop quickly,1
"In addition to providing news and weather updates, AI can lend a hand with your shopping orders.",1
"Alexa on Amazon’s Echo device, customers can discover local gigs for the upcoming weekend through StubHub, arrange transport to and from the event via Uber, or even order pre-event dinner from Domino’s",1
The increasingly popular 1-800-Flowers in the US even enables consumers to send flowers to their loved ones via voice.,1
"Virtual assistants are impacting the way customers purchase, and provide a creative opportunity for eCommerce retailers to take advantage of.",1
"Siri, Google Now and Alexa, and they have successfully introduced us to the idea of talking to a phone, laptop or even a home appliance.",1
" the evolution of many of these virtual assistants have already become boring commodities for the user, with limited useful updates in recent months.",1
The advances for virtual assistants are rooted in natural language processing and the machine’s ability to interpret what people are saying in words or text.,1
"shopping assistant greets customers at the door, guides them around the store, sources relevant product information and even assists employees with inventory management.",1
Chatbots provide a valuable customer support solution for eCommerce retailers.,1
"online chat remains the fastest and, in many cases, the most convenient means for visitors to get answers.",1
"Chatbots can actively take on some of the important responsibilities that come with running an online business, particularly when it comes to executing tasks for operations and marketing.",1
Chatbots can automate order processes and are an effective and low-cost way of providing customer service.,1
Customer service via social is starting to establish itself as a requirement as opposed to an option.,1
"Chatbots can actively take on some of the important responsibilities that come with running an online business, particularly when it comes to executing tasks for operations and marketing.",1
Chatbots can automate order processes and are an effective and low-cost way of providing customer service.,1
"The more shopping carts that your chatbot application supports, the more potential customers it has.",1
"specific systems need shopping cart integration to retrieve information such as product details, quantities and shipping terms that chatbots may use to provide accurate answers to customers.",1
Chatbots provide a valuable customer support solution for eCommerce retailers.,1
"online chat remains the fastest and, in many cases, the most convenient means for visitors to get answers.",1
"the ever-increasing advances in artificial intelligence and machine learning technologies, new deep levels of personalisation have started to penetrate the fast-growing e-commerce world.",1
Customer’s lives are now heavily influenced by a variety of different media from TV adverts to social media.,1
"If you want to tailor your problem-solving solutions and create a strong sales message that reaches consumers at the right time on the right platform, then integrating AI into your CRM is the way to go.",1
AI systems enable natural language learning and voice input such as Siri or Alexa.,1
 AI-driven CRM systems can even multitask to handle all these functions and more.,1
AI is already starting to impact e-commerce and has started to evolve the sales process with new data. ,1
"AI is making sweeping changes to the way businesses deal with their customers, gaining faster access to information and harnessing employees’ talent for better use.",1
AI technology arms e-commerce businesses with the timely intelligence required to solve their business challenges such as lead generation.,1
"Predictive marketing businesses such as Mintigo, provide AI solutions for marketing, sales and CRM systems.",1
Practical sales intelligence is delivered at scale to Getty’s sales team across millions of potential customer records.,1
"at the retail industry, facial recognition is already being used to capture shoplifters by scanning their faces on CCTV cameras.",1
businesses are now using facial recognition to capture customer dwell times in the physical store.,1
"As AI develops, we anticipate special offers on customer’s computer screens based on their in-store dwell time. ",1
omni-channel retailers are starting to make progress in their ability to remarket to customers.,1
The face of sales is changing with businesses responding directly to the customer. ,1
It is as if businesses are reading the minds of customers and it’s all thanks to the data used with AI.,1
"Twiggle utilizes natural language processing to narrow, contextualize and ultimately improve search results for online shoppers.",1
"Clarifai’s early work has been focused on the visual elements of search and, as its website states, the software is ‘artificial intelligence with a vision’.",1
" company enables developers to build smarter apps that ‘see the world like you do’, empowering businesses to develop a customer-centric experience through advanced image and video recognition.",1
"Leveraging machine learning, the AI software automatically tags, organizes and visually searches content by labeling features of the image or video.",1
The AI technology gives businesses a competitive edge and is available to developers or businesses of any size or budget.,1
" Pinterest’s recent update of its Chrome extension, which enables users to select an item in any photograph online, and then ask Pinterest to surface similar items using image recognition software.",1
Shoppers are rapidly waving goodbye to impulse control as new software platforms that drive eCommerce websites create innovative visual search capabilities.,1
"AI is enabling shoppers to discover complementary products whether it is size, color, shape, fabric or even brand.",1
 AI enables consumers to easily find similar items through e-commerce stores.,1
 the AI market is expected to grow at a compound annual growth rate (CAGR) of 52% from 2017 to 2025.,1
"recent innovations in cloud computing and big data storage and analysis, artificial intelligence is making great strides in improving efficiency in manufacturing environments, leading to better performance.",1
AI also provides critical information to help managers make more informed business decisions. ,1
"Machine automation produces quality products faster and more efficiently, while providing critical information to help managers make more informed business decisions.",1
"the challenge of integrating vast amounts of data, from both the shop floor and the back office, to create real time insights.",1
"AI and machine learning, systems can test hundreds of mathematical models of production and outcome possibilities, and be more precise in their analysis while adapting to new information such as new product introductions, supply chain disruptions or sudden changes in demand.",1
AI can also introduce efficiencies with something as simple as taking physical inventory.,1
"A task that takes employees one month to complete at Wal-Mart can be completed in 24 hours using sophisticated drones that fly through the warehouse, scan items, and check for misplaced items.",1
" Organizations are starting to realize that it’s worth investing in predictive maintenance solutions, because it’s a sure-fire way to improve operating efficiency and thereby has an almost immediate impact on the bottom line.",1
"Predictive maintenance uses sensors to track the conditions of equipment and analyses the data on an ongoing basis, enabling organizations to service equipment when they actually need it instead of at scheduled service times, minimizing downtime. ",1
"Machines can even be set up so that they evaluate their own conditions, order their own replacement parts and schedule a field technician when needed.",1
"Taking predictive maintenance even further, algorithms based on big data can be used to predict future equipment failures.",1
"McKinsey found that AI-enhanced predictive maintenance of industrial equipment can generate a 10% reduction in annual maintenance costs, up to a 20% downtime reduction and a 25% reduction in inspection costs.",1
Advances in AI and software intelligence are enabling companies to take personalization to the next level by making products and services that are highly relevant to individual consumers.,1
"According to Accenture, 83% of consumers in both the U.S. and U.K. are willing to have trusted retailers use their personal data in order to receive tailored and targeted products, recommendations, and offers.",1
"By the end of the year, it is expected that there will be a number of machine types powered by AI engines running machine learning algorithms capable of autonomously improving the efficiency of manufacturing processes.",1
"AI systems will monitor quantities used, cycle times, temperatures, lead times, errors, and down time to optimize production runs.",1
AI systems will use the operators’ final decisions to learn how the human mind performs so they can be deployed in an “operator replace” mode.,1
"AI will enable us to transform data into intelligence in a vendor-agnostic environment where all machines speak the same language, increasing production efficiency from machine to machine across the shop floor.",1
"Analytics combined with machine learning will record and critique everything, including the beginning stages of quoting and establishing the supply chain.",1
"McKinsey predicts machine learning will reduce supply chain forecasting errors by 50% and reduce costs related to transport and warehousing and supply chain administration by 5% to 10% and 25% to 40%, respectively. ",1
"Honeywell is already integrating AI and machine-learning algorithms into procurement, strategic sourcing and cost management.",1
Products and services that create actionable data are increasingly tied to added value.,1
"Making a product smart through the human-machine interface, integrated electronics and connectivity can bring high-margin revenue opportunities.",1
HMI technologies range from the traditional single-touch display mounted on a machine to advanced technologies such as gesture-recognition sensors.,1
"More and more devices are beginning to use capacitive touch, proximity sensing, natural language processing and other technologies designed to think, make decisions and learn, in turn, making HMI design and manufacturing front and center in product discussions.",1
Evolving HMIs and related functionalities are growing consumer demand for smart home devices.,1
Fitness industry trends are leaning toward “smarter” equipment with more intelligent and integrated electronics.,1
"Fitbits and Apple watches were once used primarily at the gym; now we have connected home equipment that measures our blood pressure, our heart rate, calories burned and more.",1
"Wearable devices like smartwatches, body monitors and fitness trackers can send a signal to the user’s smart home network when they enter the perimeter of their home.",1
"The device can act according to that signal by powering up the living room lights, TV or air conditioner.",1
"Modern HMI design for the smart home requires a clear understanding of the device’s users, to understand preferences, anticipate needs and respond to dynamically changing actions.",1
 product engineers should decide on the visual language of the IoT device.,1
It's vital that users be able to operate the device intuitively.,1
indicators play a big role in how well or poorly an end-user engages with a smart home product.,1
"Usually, the less text and the more visual cues used for the HMI, the easier it is for the consumer to understand it. ",1
"The brain processes visuals faster than text, so using visuals instead of words whenever possible can ramp up visual communication and eliminate language barriers.",1
Many smart home and appliance brands want to start the design process by creating device aesthetics.,1
The user interface and user experience of a device are most important when designing smart home products.,1
"Composites, which are available in an assortment of colors and finishes and are highly usable in flat front panels.",1
"The smart home industry is poised for an extended wave of growth post COVID-19 as devices will further automate, monitor and control our personal, individual environments. ",1
smart home technology only scratches the surface of what’s to come as the market continues to make great strides toward a full ecosystem of technologies that are working together.,1
"AI-based new product development is driving AI-related investment with $16.5B raised in 2019, driven by 695 deals according to PwC/CB Insights MoneyTree Report, Q1 2020.",1
"AI expertise is a skill product development teams are ramping up their recruitment efforts to find, with over 7,800 open positions on Monster, over 3,400 on LinkedIn and over 4,200 on Indeed as of today.  ",1
"AI applications, expanding the Total Available Market for new apps and related products, including chatbots, process optimization and fraud analysis, according to MMC Ventures.",1
"From startups to enterprises racing to get new products launched, AI and machine learning (ML) are making solid contributions to accelerating new product development.",1
"Rapid advances in AI-based apps, products and services will also force the consolidation of the IoT platform market.",1
"As AI and ML get more ingrained in new product development, the IoT platforms and ecosystems supporting smarter, more connected products need to make plans now how they're going to keep up.",1
"technology alone, like many IoT platforms are today, isn't going to be enough to keep up with the pace of change coming.",1
14% of enterprises who are the most advanced using AI and ML for new product development earn more than 30% of their revenues from fully digital products or services and lead their peers is successfully using nine key technologies and tools.,1
PwC found that Digital Champions are significantly ahead in generating revenue from new products and services and more than a fifth of champions (29%) earn more than 30% of revenues from new products within two years of information.,1
61% of enterprises who are the most advanced using AI and ML (Digital Champions) use fully integrated Product Lifecycle Management (PLM) systems compared to just 12% of organizations not using AI/ML today (Digital Novices),1
"Product Development teams the most advanced in their use of AL & ML achieve greater economies of scale, efficiency and speed gains across the three core areas of development",1
"AI is actively being used in the planning, implementation and fine-tuning of interlocking railway equipment product lines and systems.",1
" Engineer-to-order product strategies introduce an exponential number of product, service and network options.",1
Optimizing product configurations require an AI-based logic solver that can factor in all constraints and create a Knowledge Graph to guide deployment.,1
Siemens' approach to using AI to find the optimal configuration out of 1090 possible combinations provides insights into how AI can help with new product development on a large scale.,1
Eliminating the roadblocks to getting new products launched starts with using AI to improve demand forecast accuracy. ,1
Honeywell is using AI to reduce energy costs and negative price variance by tracking and analyzing price elasticity and price sensitivity as well.,1
"Honeywell is integrating AI and machine-learning algorithms into procurement, strategic sourcing and cost management getting solid returns across the new product development process.",1
"AI-based techniques to create and fine-tune propensity models that define product line extensions and add-on products that deliver the most profitable cross-sell and up-sell opportunities by product line, customer segment and persona.",1
It's common to find data-driven new product development and product management teams using propensity models to define the products and services with the highest probability of being purchased.,1
"AI is streamlining creation, fine-tuning and revenue contributions of up-sell and cross-sell strategies by automating the entire progress.",1
AI is enabling the next generation of frameworks that reduce time-to-market while improving product quality and flexibility in meeting unique customization requirements on every customer order.,1
"AI is making it possible to synchronize better suppliers, engineering, DevOps, product management, marketing, pricing, sales and service to ensure a higher probability of a new product succeeding in the market.",1
"BMC's ADE framework shows the potential to deliver next-generation business models for growth-minded organizations looking to run and reinvent their businesses with AI/ML capabilities and deliver value with competitive differentiation enabled by agility, customer centricity and actionable insights.",1
Using AI to analyze and provide recommendations on how product usability can be improved continuously.,1
"common for DevOps, engineering and product management to run A/B tests and multivariate tests to identify the usability features, workflows and app & service responses customers prefer.",1
"AI techniques are part of the core new product development cycle, including usability, delivering enjoyable customer experiences, becomes possible. Instead of a new app, service, or device is a chore to use, AI can provide insights to make the experience intuitive and even fun.",1
"Forecasting demand for new products, including the causal factors that most drive new sales is an area AI is being applied to today with strong results.",1
AI and ML are proving to be valuable at taking into account causal factors that influence demand yet had not been known of before.,1
"Designing the next generation of Nissan vehicles using AI is streamlining new product development, trimming weeks off new vehicle development schedules.",1
Nissan's pilot program for using AI to fast-track new vehicle designs is called DriveSpark.,1
generative design algorithms that rely on machine learning techniques to factor in design constraints and provide an optimized product design.,1
"Designers provide definitions of the functional requirements, materials, manufacturing methods and other constraints.",1
General Motors adopted Autodesk generative design software to optimize for weight and other key product criteria essential for the parts being designed to succeed with additive manufacturing. ,1
Increasing people’s life spans by taking over the more dangerous jobs such as mining and increasing safety automation in the manufacturing industries. ,1
Lowering the cost of doing business in manufacturing and design since the overall cost of machines is significantly lower than human labor.,1
Patented Repricing Technology for Competitive FBA Sellers,1
"Designed to help large sellers maximize marketplace performance and results, our Amazon algorithmic repricer ensures that you will win the Buy Box at the optimal price, every time.",1
"Taking into consideration factors like fulfillment, inventory, and every variable that impacts how the Buy Box winner and share are determined, the data-driven software provides continuous intelligent pricing to help you effectively drive demand and profit.",1
Feedvisor’s algorithmic Amazon repricer evaluates all Buy Box variables and crunches a myriad of data points in real-time to maximize your Buy Box potential.,1
Feedvisor’s ProductSphere™ pricing technology enables brands and private labels to win against the competition on Amazon.,1
"Machine-learning algorithms identify your competitors in search and optimize prices in real time according to your Amazon business objectives, such as revenue, profit, or liquidation.",1
"Powered by artificial intelligence, Feedvisor’s award-winning repricer has revolutionized marketplace selling with its best-in-class, automated technology.",1
"Aggregating billions of data points in real-time, the powerful and fast algorithmic repricer responds to dynamic market conditions to fuel growth.",1
"Feedvisor’s repricing software automatically manages pricing decisions across your portfolio, ensuring the highest return on your inventory whether on Amazon, eBay, or your online store, and make more informed decisions at both the channel and portfolio level.",1
AI-driven Amazon repricer to automatically update prices on other channels and track your performance across multiple e-commerce channels.,1
 AI has become exponentially mature to impact the world for the greater good.,1
 Several companies are actively working with AI to bring about digital transformation in the ecosystem they work in or live in.,1
"With industry-wide adoption, AI is enabling a variety of big ideas to transform into interesting innovations.",1
The Chinese MNC Huawei has launched Ascend 910 which is the most powerful AI processor.,1
The company has also rolled out an all-scenario AI computing framework called MindSpore.,1
The processor has been found to deliver on its performance goals with much less power consumption than originally it was supposed to. ,1
" MindSpore offers easy development, efficient execution and can perform in all scenarios.",1
The framework helps ensure user privacy as it only deals with gradient and model information that has been processed.,1
Wipro has launched three Intel Xeon Scalable Processor-powered edge AI starter solutions which will help enterprises in the Energy and Utilities and Healthcare markets jumpstart their AI adoption.,1
The company will leverage this technology to enhance the performance of the Wipro AI solutions while running on the Intel Xeon Scalable processor.,1
An automated anomaly detection solution known as Pipe Sleuth developed to eliminate the requirement for manual review and coding of video scans of utility pipeline infrastructure.,1
 AI-fueled medical imaging to identify regions of interest and label abnormalities in X-rays and CT scans.,1
"Indium Software launched its flagship product – teX.ai which is an AI-based text analytics suite of solutions to offer data scraping, validation, classification, summarization, clustering, topic modeling, and others.",1
"After a long time of research and development, Indium rolled out teX.ai to provide fast and scalable solutions for a variety of text analytics use cases across industries.",1
"several benefits businesses can avail, including, saving time and effort in summarizing documents, lowering costs by automating text extraction, reducing search complexity by classifying documents and thereby improving business efficiencies.",1
Intel Corp released its latest processor that will be the first to use AI and design for large computing centers.,1
"In order to reach a future situation of ‘AI everywhere’, we have to deal with huge amounts of data generated and make sure organizations are equipped with what they need to make effective use of the data and process them where they are collected.”",1
"A popular Swedish whiskey distillery Mackmyra rolled out the first-ever whiskey, a single malt, developed using machine learning.",1
The distillery worked with Microsoft and Fourkind in collaboration to make the first-ever ML-designed complex consumer drink.,1
"This technology is currently advancing at a breakneck pace, much like the exponential growth experienced by database technology in the late twentieth century.",1
" Databases have grown to become the core infrastructure that drives enterprise-level software. Similarly, most of the new value added from software over the coming decades is expected to be driven, at least in part, by AI.",1
researchers have trained computer models to identify an individual’s personality traits more accurately than their friends based exclusively on what Facebook posts they had liked.,1
"AI chatbots can be trained on data sets containing text recordings of human conversation collected from messenger apps to learn how to understand what humans say, and to come up with appropriate responses",1
"researchers have trained computer models to identify an individual’s personality traits more accurately than their friends can, based exclusively on what Facebook posts the individual had liked",1
"business and policy communities are still struggling to wrap their heads around the cyber realm’s newfound importance, the application of AI to cyber security is heralding even greater changes.",1
the essential purposes of AI is to automate tasks that previously would have required human intelligence.,1
" AI could be applied to cyber defence, log lines of recorded activity from servers and network components can be labelled as “hostile” or “non-hostile,” and an AI system can be trained using this data set to classify future observations into one of those two classes.",1
This kind of automated cyber defence is necessary to deal with the overwhelming level of activity that must now be monitored. ,1
"Continuously retraining such AI models is essential, since just as AI is used to prevent attacks, hostile actors of all types are also using AI to recognize patterns and identify the weak points of their potential targets.",1
"AI similar to chatbots could be used to automatically construct personalized messages for large numbers of people using data obtained from their browsing history, emails and tweets ",1
"AI will not only augment existing strategies for offence and defence, but also open new fronts in the battle for cyber security as malicious actors seek ways to exploit the technology’s particular weaknesses",1
"AI uses data to learn, hostile actors could tamper with the data set used to train the AI in order to make it do as they please.",1
"adversarial examples consist of modifying an AI’s input data in a way that would likely be undetectable to a human, but is calculated to cause the AI to misclassify the input in a certain way.",1
"AI technology will alter the cyber security environment in yet another way as its hunger for data changes what kind of information constitutes a useful asset, transforming troves of information that would not previously have been of interest into tempting targets for hostile actors.",1
"AI systems to make use of even innocuous data is giving rise to the tactic of “data hoovering” — harvesting whatever information one can and storing it for future strategic use, even if that use is not well defined at present.",1
"the chief concern regarding data breaches is the potential misuse of financial information, in this case the information could be used to track down suspected spies by examining travel habits, or to track and detain individuals to use them as bargaining chips in other matters.",1
"The Marriott incident shows that relatively ordinary information can now provide a strategic asset in the fields of intelligence and national defence, as AI can wring useful insights out of seemingly disparate sources of information.",1
"Cyber security requires a comprehensive strategy to minimize weakest links; a piecemeal approach to cyber policy will not work. Since the training data that feeds the most important and revolutionary AI technologies is global in scope, gathered from across many different countries, it is clear that governance at the national level alone will not suffice.",1
"Global policy makers have begun turning their attention to the ramifications of widespread AI technology, and its effect on cyber security in particular. ",1
The application of AI technology to pre-existing cyber attack strategies such as spear phishing will both augment their effectiveness and — by circumventing labour constraints — expand the number of actors capable of undertaking them.,1
AI also has the potential to help preserve privacy and exert control over proprietary data and its derived assets.,1
 AI also has the potential to help preserve privacy and exert control over proprietary data and its derived assets. ,1
