text,label
"Reuters - Egyptian Suez Canal authorities\are trying to direct a crude oil spill away from Port Said\where it could damage ships and equipment, a canal official\said on Friday. The official said the authorities were\attempting to direct the 20-km (13- mile) long slick, heading\north toward the port, to an empty waiting area normally used\by ships crossing the canal, where it could be dispersed using\chemicals.",0
"In order for the three-way trade between the Yankees, Dodgers and Diamondbacks to go through, Shawn Green must first waive a no-trade clause and agree to land in Arizona.",0
"Higher than the Eiffel Tower, the Millau bridge is a triumph of engineering and imagination.",0
"Technology companies love talking up products that are just about to hit store shelves. And every year, it turns out a bunch of them are full of ... steam. Send us your nominees for Wired News' annual Vaporware Awards. By the Vaporware Team.",0
"\\SUN has announced that Java3D will be released in a different manner than any\other SUN project in existence.\\""We announce the availability of the source code for the Java 3D API on\java.net.  We are involving developers in the evolution of the Java 3D API.\Come join the Java 3D projects on java.net, and download the source code for\the core Java 3D API, vecmath, the Java 3D core utilities, and the Java 3D\program examples.""\\The key thing here is that they have provided the core utils under a BSD license\and even have the CVS available .\\Good job SUN!  You're headed in the right direction!\\Here's the only problem:\\""We are releasing the source code for the j3d-core and vecmath projects u ...\\",0
Mohammad Rafique and Mashrafe Mortaza shared five wickets as India reached 7 for 413 at lunch on day two of the second and final Test in Chittagong.,0
"The nation #39;s top arthritis painkiller, Celebrex, raises the risk of major heart problems when taken at high doses, the drug #39;s maker said Friday.",0
"Our favorite genre-busters will roll, creep, slither, bounce, and wriggle their way into your free time--if you give them a try.",0
"Using what he learned from Italy's pro league, Mike D'Antoni has installed a run-and-gun offense that has Phoenix trampling opponents.",0
"BusinessWeek Online - It's a cash bundle that would have made Howard Hughes blush: As U.S. multinationals such as IBM  and Pfizer Inc. (PFZ) have extended their reach across the globe, they've built up a mountain of profits earned abroad -- as much as  #36;750 billion, by some estimates. That's more than the annual economic output of Hong Kong, Ireland, and Switzerland -- combined. And up till now, they've kept all that moolah overseas, much of it in tax havens such as the Bahamas, Ireland, and Singapore to avoid the stiff 35 levy they'd face if they repatriated the funds back into the U.S.",0
"In response to a gloomy assessment of the state of the nation's coastal waters, President Bush ordered the creation of a new federal panel to coordinate oceanic policy.",0
"UN talks on climate change have ended with few steps forward after the United States, oil producers and developing giants slammed the brakes on the European ",0
"Reuters - After three years of playing down\expectations, General Electric Chief Executive Jeff Immelt has\delivered on the most important promise of his tenure by\telling analysts and investors exactly what they wanted to\hear: GE is back.",0
The Bush administration released a new economic forecast for 2005 in which it boosted growth forecasts slightly from a year ago but cut back sharply on its estimates of new jobs.,0
Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,0
"Reuters - The U.S. government said on Friday\it had asked an immigration judge to deport John Demjanjuk, a\Ukrainian immigrant and retired auto-worker who is accused of\working as a guard at several Nazi camps.",0
Reuters - Rahul Dravid and Gautam Gambhir lashed big hundreds as India piled up 334 for two on the opening day of the second and final test against Bangladesh on Friday.,0
"washingtonpost.com - Agonizingly slow Web sites. Maddening error messages. And, most frustrating of all, unavailable home pages.",0
"Health India: Washington, Dec 17: A new study published in the British Medical Journal suggests that the human eye is unable to detect an offside position during a football match.",0
"Bosnian Serb Prime Minister Dragan Mikerevic stepped down on Friday, refusing to enact police and army reforms demanded by top peace overseer Paddy Ashdown.",0
"LONDON -- Ukrainian presidential candidate Viktor Yushchenko was poisoned with TCDD, the most harmful known dioxin and one contained in Agent Orange, a scientist who analyzed his blood said yesterday.",0
"AFP - The US economy is expected to slow to a still-solid 3.5 percent growth pace in 2005, allowing it to trim a record budget shortfall, the White House said.",0
"HP, whose contributions made the Itanium so confoundedly complicated, has dropped out of the 10-year-old partnership with Intel that saw them develop the 64-bit chip.",0
The government struggles to adapt its old methods of social control to the challenge of maintaining authority over a society seeking greater freedoms.,0
"Sudan's government is preparing a major offensive in Darfur, says the head of the African observer team.",0
WASHINGTON - UN Secretary General Kofi Annan said Thursday that the world body is doing its job in Iraq in preparation for the Jan 30 elections.,0
"Investors in the company that's trying to come off as cute as a bunny could find themselves holding a fistful of vipers if the founders of Google Inc. continue to do things like show up in Playboy magazine around the same time their company is going public. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",0
"Hyundai Motor Co. said Friday that it is recalling about 120,000 2004 and 2005 model Elantra sedans because of a software problem with its air-bag system.",0
When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,0
"In yet another chapter in the sibling rivalry-esque battle between Apple and Real Networks, Apple has announced that the next generation of its iPod music player will actively block Reals attempts to make the player more open.",0
"The Army's new medium-weight armored vehicle, the Stryker, weighs so much that it curtails the range of C-130 military cargo aircraft that carry it and under certain conditions make it impossible for the planes to take off, a new report for Congress found.",0
"The bidding gets underway for Google's public offering, despite last-minute worries over an interview with its bosses in Playboy magazine.",0
"Apple announced yesterday that over 200 million songs have been sold via the iTunes online music store. According to Eddie Cue, Apples VP of Applications, the amount of sales/downloads from iTunes has vastly accelerated since its launch in April 2003.",0
"InfoWorld - MySQL this week made available three new consulting packages that aim to help IT departments quickly design and implement open source database systems. The packages feature MySQL-certified senior consultants who work at customer sites for short-term engagements and provide in-depth application analysis as well as recommendations on application design, performance optimization, and help with migrating legacy databases to MySQL. The packages are MySQL Architecture  amp; Design, which offers two days consulting for  #36;5,000; MySQL Performance Tuning  amp; Optimization, which provides three days for  #36;7,500; and MySQL Migration Jumpstart, which includes five days consulting for  #36;10,000. MySQL also provides longer-term, customized consulting services. For more information visit www.mysql.com/consulting.",0
"In the new movie &lt;i&gt;Danny Deckchair,&lt;/i&gt; a truck driver ties party balloons to a chair and flies away. It's called cluster ballooning, and believe it or not, it's a real sport.",0
(Sports Network) - The Los Angeles Lakers begin a season-high six-game homestand tonight against the Washington Wizards at the Staples Center.,0
The product shall send a meeting confirmation to the meeting organizer.,0
The chipmaker appears to have met its most recent deadline for production of the smaller-featured chips.,0
p2pnet.net News:- Illinois governor Rod Blagojevich wants the state to make it illegal for anyone younger than 18 to buy violent or sexually explicit games.,0
"Local Search Guide Backed By Yellow Pages Association, Kelsey Group, and SEMPO\\With local search - providing online information on businesses located in a community - as the catalyst, Internet Yellow Pages and Search Engine companies are joining forces at a rapid rate. To provide a central resource that captures these ...",0
The Broncos announced Friday morning that the veteran defensive tackle would miss the rest of the 2004 season with a herniated disc in his lower back.,0
The audit report shall include the total number of recycled parts used in the estimate.,0
Website shall allow customers to browse movies by categories entered in by izogn administrator.,0
"UNITED NATIONS -- Secretary General Kofi Annan said yesterday he will visit tsunami-devastated Indonesia to work with regional leaders to help coordinate aid and relief efforts on the ground. Annan said he will attend a regional meeting there Thursday. Asked how long he thought the reconstruction would take, Annan replied: ""It will differ from country to country, but my own ...",0
The networking vendor will focus on developing new Internet technologies for one of the world #39;s leading broadband markets. By Paul Travis.,0
For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,0
"With an influx of chimps previously used as laboratory animals, Florida's Center for Captive Chimpanzee Care is transforming into the largest chimp sanctuary in the world #151;almost overnight.",0
 NEW YORK (Reuters) - Treasuries prices were swept lower for  a second straight session on Friday as technical selling from  different pockets of the market overshadowed a moderate set of  U.S. inflation numbers.,0
"THE TWO ASTRONAUTS aboard the international space station have been asked to cut calories because, with the space shuttle out of commission, food supplies are running low.",0
"Reuters - Three Indian states, including impoverished and crime-ridden Bihar and Jharkhand in the east, will vote in February to elect new legislatures, the Election Commission said on Friday.",0
"Forbes.com - After earning a PH.D. in Sociology, Danny Bazil Riley started to work as the general manager at a commercial real estate firm at an annual base salary of  #36;70,000. Soon after, a financial planner stopped by his desk to drop off brochures about insurance benefits available through his employer. But, at 32, ""buying insurance was the furthest thing from my mind,"" says Riley.",0
"Central Square in Lynn should be looking a bit brighter. New sidewalks, curbs, fences, lights, landscaping, and road improvements are planned for the Gateway Artisan Block, a key area of the square, with \$830,000 in state grant money given to Lynn last week.",0
A recording industry trade group said Thursday that it has filed another wave of lawsuits against 754 people it suspects of distributing songs over the Internet without permission.,0
"RIYADH - Anti-regime demonstrations called for yesterday by a dissident group were thwarted as Saudi security forces, deployed en masse in Riyadh and Jeddah, detained 14 people.",0
SPACE.com - A sunspot group aimed squarely \  at Earth has grown to 20 times the size of our planet and has the potential \  to unleash a major solar storm.,0
"After separation, Huygens will head on a non-powered trajectory that will take it to Titan on January 15, where parachutes will slow its descent onto the moon #39;s surface.",0
"In a move likely to have major ramifications for the library world, Google announced December 14 that it would embark on an ambitious project to digitally scan books from the collections of five major research libraries and make them searchable online.",0
The audit report shall be displayed to the user.,0
Leaders Olympique Lyon earned the title of Ligue 1 winter champions for the first time as a 1-1 draw at home to Olympique Marseille on Friday left them unbeaten ,0
"Tonight's annual Perseid meteor shower is likely to be a spectacular show of shooting stars zipping across the night sky, according to astronomers.",0
"AP - Experts from Europe and Asia surveyed 1,400-year-old relics of an ancient citadel in Hanoi Tuesday and said they were concerned the priceless antiquities were at risk from exposure to the elements.",0
"Defense contractor Lockheed Martin Corp. on Friday said its business in Syracuse will hire up to 500 new engineers in 2005. In October, the Syracuse business said it would hire 40 employees by the end of the ",0
The user shall select to save the preferred repair facility ratings.,0
The user shall enter new ratings based on the audit report,0
"LOS ANGELES -- ''Baghdad Girl"" fills the pink pages of a Web log with photos that show a skinny, dark-eyed teenager hugging her cats and classroom essays beginning with sentiments such as: ''Childhood is a beautiful stage in our life.""",0
"A SECRET listening device has been found at the Geneva offices of the United Nations. Workers found the sophisticated eavesdropping equipment, possibly made in Russia or eastern Europe, during renovation work ",0
"CHICAGO - Illinois Gov. Rod Blagojevich yesterday proposed the state ban the sale and rental of violent and sexually explicit video games for children under 18, a restriction that has failed so far elsewhere in the country.",0
"Reuters - Saboteurs blew up Iraq's northern\export pipeline for the second week in a row on Saturday,\halting oil flows to Turkey's Ceyhan port, oil officials said.",0
The product shall remove players who have been inactive for 24 hours from the list of players.,0
"Drugmaker Pfizer announced Friday that its painkiller Celebrex puts patients at  quot;increased cardiovascular risk quot; for heart problems, citing a long-term cancer study.",0
A cutting-edge Apollo 11 science experiment left behind in the Sea of Tranquility is still running today.,0
By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- Google Inc. (GOOG)'s highly anticipated IPO faced a possible stumbling block Thursday with the release of a Playboy interview that the online search engine leader's co-founders gave just before the company filed its plans raise \$3 billion with its stock offering...,0
"Chittagong, Dec. 17 (PTI): India will look to pile up a huge first innings score to back their bowlers on a flat, lifeless track in the second and final cricket Test against Bangladesh, vice-captain Rahul Dravid said here today.",0
"The Tnaiste, Mary Harney, has said she has no reason to believe that a miscarriage of justice was involved in the case of the three Irishmen in Colombia given lengthy jail sentences for training left wing guerrillas.",0
" Philadelphia (Reuters) - Despite the euphoria of one of the  busiest weeks in U.S. mergers and acquisitions in almost five  years, Wall Street investment bankers cannot live by mega-deals  alone.",0
The system shall display the Events in a graph by time.,0
NASA #39;s next leader must wholeheartedly back the US president #39;s space plan - which focuses on human space flight - says departing boss Sean O #39;Keefe.,0
The system shall retain the available recycled parts and suppliers returned from the search.,0
The leads washing functionality shall receive a period list of available reps from the enterprise system.,0
"Advanced Micro Devices Inc.'s (AMD Inc.'s) 90-nanometer notebook processors are on their way to customers, according to a research note published by Goldman Sachs   Co. Thursday.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/ibmpseries;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;9824455;9690404;u?http://ad.doubleclick.net/clk;9473681;9688522;d?http://www.ibm.com/servers/eserver/pseries/campaigns/boardroom/index.html?ca=pSeries met=boardroom me=E P_Creative=P_InfoW_RSS""&gt;Introducing IBM eServer p5 systems.&lt;/a&gt;&lt;br/&gt;Powered by IBMs most advanced 64-bit microprocessor (POWER5(tm)), p5 systems can run UNIX and Linux simultaneously. Learn more about eServer p5 systems.&lt;/p&gt;",0
"AstraZeneca, the Anglo-Swedish pharmaceutical group, suffered another setback when it suspended marketing of Iressa, a lung cancer drug launched this year.",0
" VANCOUVER (Sports Network) - Vancouver Canucks forward Todd  Bertuzzi is close to reaching a plea bargain in his assault  case, according to the Vancouver Province.",0
"Recruiters working for U.S. contractors are hiring former Colombian soldiers - and even luring some active-duty ones - for security jobs in Iraq, says a former army officer who met with the recruiters.",0
"VAL GARDENA, Italy (AFP) - Austria #39;s Michael Walchhofer won the men #39;s World Cup super-G ahead of countrymen Hermann Maier and Benjamin Raich for his first victory in the discipline.",0
"Reuters - Dwyane Wade poured in 26 points and\dished out nine assists as the Miami Heat scorched the\expansion Charlotte Bobcats 113-90 in NBA action on Saturday,\to extend their franchise record win streak to 14 games.",0
When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,0
"NASA should be able to meet all the requirements for resuming space shuttle flights next spring, an oversight panel said.",0
"AP - In a Dec. 7 mutual fund column about global allocation funds, The Associated Press erronously reported the expense ratio of First Eagle Global. It is 1.32 percent, not 1.72 percent, which is the fund's yield.",0
The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).,0
The product shall record the transportation status of equipment reserved.,0
The Bush administration predicted on Friday that economic growth would slow to 3.5 percent from about 4 percent next year but still be strong enough to reduce unemployment slightly.,0
Arsenal manager Arsene Wenger has been fined 15 000 (about R160 000) for improper conduct over comments he made after the English champions #39; controversial 2-0 defeat by Manchester United in October.,0
It won #39;t be the easiest assignment that Roy Jones Jr. will have in his new job as an HBO Sports boxing analyst. But it will probably be one that Jones has the most intimate knowledge about.,0
The system shall resolve the zipcode for the street address  city  and state if zipcode is unknown.,0
"TechWeb - News - August 13, 2004",0
"Six people died, thousands of homes were blacked out and air traffic delayed as violent storms hit northern France. Tourist hotspots like the Eiffel Tower reopened today after yesterdays hurricane-force ",0
"Feeling he had been a good teammate and friend to Pedro Martinez and had gladly accepted being the No. 2 pitcher behind him, Curt Schilling expressed surprise ",0
"Recruiters working for U.S. contractors are hiring former Colombian soldiers - and luring away active-duty ones - for security jobs in Iraq, according to a former army officer who met with the recruiters.",0
AP - The University of Texas and Texas A amp;M University are planning to construct what they call the world's largest telescope with the help of a Houston businessman's  #36;1.25 million gift.,0
"AP - With more than 4,000 scientists, including 48 Nobel Prize winners, having signed a statement opposing the Bush administration's use of scientific advice, this election year is seeing a new development in the uneasy relationship between science and politics.",0
Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.,0
"On Dec. 23, the Phoenix Suns and new Coach Mike D #39;Antoni traveled north to Seattle to take on the SuperSonics. The Suns were barely in a 116-90 loss, dropping to 10-19 on the season, an incredible disappointment ",0
The product shall allow the user to save the property search results.,0
"KABUL -- Afghan troops stormed a notorious prison in a hail of gunfire and rocket-propelled grenades yesterday, ending a 10-hour standoff that began when four inmates once suspected of belonging to Al Qaeda tried to escape. Four inmates and four guards were killed in the day's violence.",0
"Trevor Baylis, the veteran inventor famous for creating the Freeplay clockwork radio, is planning to float his company on the stock market.",0
"Scientists now have their first direct evidence of changing weather patterns on Titan, Saturn #39;s largest moon. When the Cassini spacecraft flew past the satellite on Monday it spied clouds at mid-latitudes ",0
BANGKOK: Thai premier Thaksin Shinawatra vowed to continue arresting ringleaders of separatist attacks as a volunteer rescue worker became the latest victim of violence that has claimed more than 560 lives this year.,0
"A security advisory posted on Bugtraq demonstrates how hackers can compromise customers of T-mobile wireless and Verizon (landline) voicemail boxes. The advisory talks about the use of Caller-ID spoofing the customers number, allowing a bypass of the PIN code since the voicemail thinks that the customer is calling to check their own voicemail. According to Secure Science Corporation, there has been no response from the vendors. Comments have been posted that T-Mobile has optional PIN code protection off by default. Better turn it on. ",0
"The United States will enjoy solid growth, low inflation and falling unemployment next year, the White House said on Friday in its official economic forecast that would normally not be released until February.",0
"Locally focused group ""metro"" blogs -- compilations of events, reflections, recommendations, news and complaints -- are emerging to put a number of big cities in intimate, street-level relief.",0
"They say the space shuttle would likely be ready to fly by the currently planned launch date in May or June, but cautioned that efforts to devise a way to do onboard repair of damaged heat shielding were moving slowly.",0
The product shall record all the equipment that has been reserved.,0
Symantec moved a step closer to joining the ranks of the leading broad-based corporate software sellers yesterday as it announced a \$12.5bn all-stock agreement to buy storage and data back-up company Veritas.,0
 NEW YORK (Reuters) - The mystery of what went wrong for the  software industry in late June when sales stalled at more than  20 brand-name companies is not even close to being solved  although the third quarter is nearly halfway over.,0
"When heir apparent Paul Otellini takes the reins, what will the chipmaker look like?",0
